AppId,Name,FollowerCount,Genres,Categories,IGDB_Genres,IGDB_Themes,IGDB_Keywords,ExactMatch,ScrapedName,ReleaseDate,ParsedDate,YoutubeURL,YoutubeViewCount,YoutubeLikeCount,ScrapingError,Developers,IsFullyProcessed,Publishers,ReleaseInfo
2866670,NBA THE RUN,4136,Sports,"Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Family Sharing","Arcade, Sport",Non-fiction,"based on - real people, basketball, licensed game, national basketball association, nba, street basketball, street sports",True,The Run: Got Next,June 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=Fu3O8dC4g6s,30234,505,,Play by Play Studios,True,Play by Play Studios,"{'original_release_date': 'Jun 09, 2026', 'original_platforms': ['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S'], 'ports': []}"
2895680,"Below, Rusted Gods",1470,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Cloud, Family Sharing","Adventure, Indie","Action, Horror","demons, psychological horror, realism",True,"Below, Rusted Gods",Q2 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=rvoNsFLI5Io,6870,81,,FromSouthGames,True,FromSouthGames,"{'original_release_date': 'Q2 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
2913610,"What Awaits, Aleksey?",1441,Indie,"Single-player, Steam Achievements, Captions available, Family Sharing","Adventure, Indie, Point-and-click, Puzzle",,,True,"What Awaits, Aleksey?",Q2 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=YzXdYWcnMeM,59,2,,JKBC,True,JKBC,"{'original_release_date': 'Q2 2026', 'original_platforms': ['Linux', 'Mac', 'PC (Microsoft Windows)'], 'ports': []}"
2925520,AOKAKI,1127,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Adventure, Indie, Platform",Action,,True,AOKAKI,Q2 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=QtyCR_jx2x0,934,54,,Concha Indigo,True,Minicactus Games,"{'original_release_date': 'Q2 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
2957880,Witch Potions - Craft of Lust,1981,"Adventure, Early Access","Single-player, Steam Achievements, Captions available, Steam Cloud, Family Sharing",,,,True,Witch Potions - Craft of Lust,Q2 2026,2026-06-30T00:00:00,,0,0,,LovePotion,True,LovePotion,{}
2962400,Operation Darkside,1056,"Adventure, RPG, Strategy","Single-player, Steam Cloud, Family Sharing",,,,True,,Q2 2026,2026-06-30T00:00:00,,0,0,,ダークネスLAB,True,"Mango Party, Mango Party News",{}
2967950,The Witch's Bakery,7937,"Adventure, Indie, RPG, Simulation","Single-player, Full controller support, Family Sharing","Adventure, Indie, Puzzle, Role-playing (RPG), Simulator","Business, Fantasy","crowdfunding - kickstarter, nextfest february 2026",True,The Witch's Bakery,Q2 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=zQsTpO9LKVo,86518,5541,,Sunny Lab,True,Silver Lining Interactive,"{'original_release_date': 'Aug 2026', 'original_platforms': ['Nintendo Switch', 'Nintendo Switch 2', 'PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S'], 'ports': []}"
2986590,HYPNOSYNC,1316,"Action, Indie, Simulation, Free To Play","Single-player, In-App Purchases, Adjustable Difficulty, Save Anytime, Stereo Sound, Partial Controller Support","Indie, Simulator",Action,,True,,Q2 2026,2026-06-30T00:00:00,,0,0,,BASED KICK,True,BASED KICK,{}
2994190,Money Simulator,1763,"Casual, Indie, Simulation","Single-player, Family Sharing",Simulator,"Business, Sandbox","life simulation, realistic",True,Money Simulator,June 2026,2026-06-30T00:00:00,,0,0,,Organica Games,True,PlayWay S.A.,"{'original_release_date': 'Q1 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3009300,Teamfight Manager 2,10488,"Casual, Indie, Simulation, Sports, Early Access","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Family Sharing","Indie, MOBA, Simulator, Sport",,"cross-platform multiplayer, esport, esports, management, nextfest october 2025, pixel art, pixel graphics, steam achievements, steam cloud, steam workshop",True,Teamfight Manager 2,Q2 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=E6KRdWa7g2g,23561,895,,Team Samoyed,True,Team Samoyed,"{'original_release_date': 'May 26, 2026', 'original_platforms': ['Linux', 'Mac', 'PC (Microsoft Windows)'], 'ports': []}"
3072120,Backrooms Lost Runners,1220,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Online Co-op, Family Sharing","Adventure, Indie",Action,,True,Backrooms Lost Runners,Q2 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=tPSa6ZTvbeI,277,15,,ShimStudioGames,True,ShimStudioGames,{}
3075410,Hordes of Fate : A Hand of Fate Adventure,1868,"Action, Adventure, Indie","Single-player, Full controller support, Steam Cloud, Family Sharing","Adventure, Indie, Shooter",Action,,True,Hand of Fate: Survivor,Q2 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=FqFMhr0E88o,3859,110,,Spitfire Interactive,True,Spicy Koala,"{'original_release_date': 'Q2 2026', 'original_platforms': ['Linux', 'Mac', 'PC (Microsoft Windows)'], 'ports': []}"
3100310,Arms of God,4392,"Action, Casual, Indie, RPG, Early Access","Single-player, Steam Achievements, Full controller support, Stats, Family Sharing","Hack and slash/Beat 'em up, Indie, Role-playing (RPG)","Action, Fantasy, Science fiction","bullet heaven, bullet hell, roguelite",True,Arms of God,"Jun 8, 2026",2026-06-08T00:00:00,https://www.youtube.com/watch?v=sf3DToypnvI,623,22,,Dark Jay Studio,True,"Dark Jay Studio, Galaktus","{'original_release_date': 'Jun 08, 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3116500,Summer at Smile Café,1509,"Casual, Indie, RPG","Single-player, Family Sharing",,,,True,,Q2 2026,2026-06-30T00:00:00,,0,0,,山嵐娛樂,True,"Mango Party, Mango Party News",{}
3180340,RIG Riot,2378,Action,"Single-player, Full controller support, Camera Comfort, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, Stereo Sound, Family Sharing","Indie, Shooter","Action, Survival",,True,,June 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=RAuYxGm6104,1918,148,,Sage Boatman,True,Sage Boatman,"{'original_release_date': 'May 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3296990,Fearwoods,1413,"Action, Adventure, Indie, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Family Sharing","Adventure, Indie","Action, Horror","logic puzzle, online co-op, steam, story dlc",True,,Q2 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=TWy9MrgEJMc,18,0,,Fearwoods,True,GrabTheGames,"{'original_release_date': 'Q2 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3324250,????,1497,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Custom Volume Controls, Playable without Timed Input, Save Anytime, Steam Cloud, Family Sharing",,,,True,星际领主,June 2026,2026-06-30T00:00:00,,0,0,,Dark Dimension,True,量子艺界(QUANTUM ARTS),{}
3333190,Road Truckers: New Beginning,1963,"RPG, Simulation","Single-player, Steam Achievements, Full controller support, Captions available, Camera Comfort, Color Alternatives, Custom Volume Controls, Playable without Timed Input, Save Anytime, Stereo Sound, Subtitle Options, Surround Sound, Steam Cloud, Family Sharing","Indie, Role-playing (RPG), Simulator","Business, Open world","cozy, life simulation, truck simulator, trucks",True,,Q2 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=hb9biVh1nu8,98095,123,,Road Studio S.A.,True,Feel Good Games,"{'original_release_date': 'Q2 2026', 'original_platforms': ['PC (Microsoft Windows)', 'PlayStation 5'], 'ports': []}"
3337380,Tabletop Tavern,7006,Strategy,"Single-player, Steam Achievements, Camera Comfort, Custom Volume Controls, Adjustable Difficulty, Mouse Only Option, Playable without Timed Input, Stereo Sound, Steam Cloud, Stats, Family Sharing","Indie, Real Time Strategy (RTS), Strategy",Fantasy,rougelike,True,Tabletop Tavern,Q2 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=Y_Y4bJW8rtk,105693,3679,,TJ,True,"Frostbloom, Gamirror Games","{'original_release_date': 'Mar 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3394840,Clawed,9251,"Action, Adventure","Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Family Sharing",Adventure,Action,free demo,True,Clawed,Q2 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=foD2SJILYlc,2965,94,,Flatrock Games,True,Flatrock Games,"{'original_release_date': 'Q2 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3396290,Puni the Florist,1974,"Casual, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, Family Sharing","Indie, Simulator",,"controller support, flowers, steam cloud",True,,"8 Jun, 2026",2026-06-08T00:00:00,,0,0,,Earthquack Games,True,Earthquack Games,{}
3400030,Match! The 12 CZ Wars,1231,"Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Workshop, Camera Comfort, Custom Volume Controls, Adjustable Difficulty, Mouse Only Option, Playable without Timed Input, Save Anytime, Steam Cloud, Steam Leaderboards, Family Sharing","Indie, Role-playing (RPG), Strategy",Fantasy,"chinese zodiac, match 3, nextfest october 2025, roguelike",True,CZ Wars,June 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=xWDWFcRwYz4,7,0,,CorvusCorax Studio,True,"CorvusCorax Studio, YuetteGames","{'original_release_date': 'Jun 12, 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3413800,Hotel Tales,6277,"Adventure, Casual, RPG","Single-player, Family Sharing","Adventure, Role-playing (RPG)",Erotic,,True,Hotel Tales,Q2 2026,2026-06-30T00:00:00,,0,0,,TopHouse Studio,True,TopHouse Publishing,"{'original_release_date': 'Q2 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3539320,Scribble Wolf,1184,"Casual, Indie, RPG, Strategy","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Cloud, Stats, Family Sharing","Indie, Role-playing (RPG), Strategy",,,True,Scribble Wolf,Q2 2026,2026-06-30T00:00:00,,0,0,,Kintendo,True,Kintendo,"{'original_release_date': 'May 01, 2025', 'original_platforms': ['Mac', 'PC (Microsoft Windows)'], 'ports': [{'platform': 'Mac', 'release_date': 'Q1 2026'}, {'platform': 'PC (Microsoft Windows)', 'release_date': 'Q1 2026'}]}"
3583670,Where the forest ends,1652,"Action, Adventure","Single-player, Full controller support, Family Sharing",Adventure,"Action, Horror",nextfest october 2025,True,,Q2 2026,2026-06-30T00:00:00,,0,0,,MonkeyBassGames,True,MonkeyBassGames,"{'original_release_date': 'May 31, 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3613050,Gravebound,1141,"Action, Early Access","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Full controller support, Family Sharing","Adventure, Arcade, Indie","Action, Horror","action roguelike, arena shooter, dark fantasy, endless mode, rougelite, undead",True,Gravebound,Q2 2026,2026-06-30T00:00:00,,0,0,,Crater Studios,True,Crater Studios,"{'original_release_date': 'Jun 05, 2025', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3628950,Succubus Successor: Delilah's Juicy Journey,2994,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Adjustable Difficulty, Keyboard Only Option, Playable without Timed Input, Stereo Sound, Steam Cloud, Stats, Family Sharing",,,,True,,Q2 2026,2026-06-30T00:00:00,,0,0,,"Ramen Cat Studio, 樹画祭",True, Hide Games,{}
3633120,God's Blessing On That Desire World!,2603,"Casual, Indie, RPG","Single-player, Steam Achievements, Family Sharing","Adventure, Visual Novel",Action,"anime, based on - anime",True,God's Blessing On That Desire World!,Q2 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=FsT0X4Op8ks,59206,551,,Summer Clouds（夏雲）,True," Playmeow, Playmeow News","{'original_release_date': 'Sep 24, 2020', 'original_platforms': ['Nintendo Switch', 'PlayStation 4'], 'ports': [{'platform': 'PC (Microsoft Windows)', 'release_date': 'Feb 07, 2024'}, {'platform': 'Nintendo Switch', 'release_date': 'Feb 08, 2024'}, {'platform': 'PlayStation 4', 'release_date': 'Feb 08, 2024'}]}"
3645320,Succupie: An Erotic Short Story,1342,"Casual, Indie, Simulation","Single-player, Full controller support, Family Sharing",,,,True,Succupie: An Erotic Short Story,Q2 2026,2026-06-30T00:00:00,,0,0,,Milk Cartel,True,Milk Cartel,{}
3708070,Campsite Hustle! - Management Simulator,1258,"Indie, Simulation, Early Access","Single-player, Camera Comfort, Custom Volume Controls, Keyboard Only Option, Mouse Only Option, Save Anytime, Stereo Sound, Surround Sound, Family Sharing",,,,True,,"2 Jun, 2026",2026-06-02T00:00:00,,0,0,,Red Shore Games,True,Red Shore Games,{}
3709430,Witch's Apocalyptic Journey,2404,"Indie, RPG, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Steam Workshop, Custom Volume Controls, Adjustable Difficulty, Mouse Only Option, Playable without Timed Input, Stereo Sound, Touch Only Option, Steam Cloud, Family Sharing","Indie, Role-playing (RPG), Strategy, Turn-based strategy (TBS)",,"accessibility options, adjustable difficulty, custom volume controls, mouse only option, nextfest february 2026, playable without timed input, steam achievements, stereo sound, touch only option",True,Witch's Apocalyptic Journey,Q2 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=Nzvf7Uhp_r0,314,6,,MeowAlive,True,MeowAlive,"{'original_release_date': 'Jun 05, 2026', 'original_platforms': ['Mac', 'PC (Microsoft Windows)'], 'ports': []}"
3710840,House Flipper Remastered Collection,6283,"Casual, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Family Sharing","Indie, Simulator","Business, Non-fiction",,True,,"4 Jun, 2026",2026-06-04T00:00:00,https://www.youtube.com/watch?v=0NemL9PO7nM,33242,526,,Frozen Way,True,"Frozen Way, Frozen District","{'original_release_date': 'Jun 04, 2026', 'original_platforms': ['Mac', 'PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S'], 'ports': []}"
3711590,Train 45,3945,"Casual, Indie","Single-player, Family Sharing",Simulator,"Non-fiction, Sandbox","management, trains",True,,Q2 2026,2026-06-30T00:00:00,,0,0,,Elniko,True,"Mango Party, Mango Party News","{'original_release_date': 'Oct 30, 2014', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3712080,Funnel Runners,5991,"Action, Indie, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Family Sharing","Indie, Simulator",Action,,True,,Q2 2026,2026-06-30T00:00:00,,0,0,,Supernova Studios LLC,True,Supernova Studios LLC,"{'original_release_date': 'Q2 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3761990,Milf Barman,2930,"Adventure, Casual, RPG","Single-player, Family Sharing",,,,True,Milf Barman,June 2026,2026-06-30T00:00:00,,0,0,,"Team Emily, BLUESHROOM GAMES",True,Team Emily,{}
3825660,Isekai Big Two,1735,"Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",,,,True,Isekai Big Dick,Q2 2026,2026-06-30T00:00:00,,0,0,,Hippo Games,True,Hippo Games,{}
3828610,Beauties and the Stranded,1646,"Adventure, RPG, Simulation","Single-player, Family Sharing","Adventure, Role-playing (RPG), Simulator, Visual Novel",Romance,"fmv, nextfest october 2025",True,,"14 Jun, 2026",2026-06-14T00:00:00,https://www.youtube.com/watch?v=8kd1ePr6a6c,922,21,,storytaco,True,storytaco,{}
3855940,AURA 2: Lust of the Gods,2050,Casual,"Single-player, Family Sharing",,,,True,,Q2 2026,2026-06-30T00:00:00,,0,0,,TopHouse Studio,True,TopHouse Publishing,{}
3880400,FRUKT,1470,"Casual, Indie, Simulation","Single-player, Playable without Timed Input, Stereo Sound, Family Sharing","Indie, Simulator",,"accessibility options, nextfest february 2026, playable without timed input, stereo sound",True,,Q2 2026,2026-06-30T00:00:00,,0,0,,tripledose,True,tripledose,{}
3918200,????????? Dual Fire Walled City,3278,"Adventure, Indie","Multi-player, Co-op, Online Co-op, LAN Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Adjustable Text Size, Camera Comfort, Custom Volume Controls, Subtitle Options, Remote Play Together, Family Sharing","Adventure, Indie",,,True,,Q2 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=-qs3WRaIy-8,1815,12,,Team DF,True,Team DF,"{'original_release_date': '2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3936420,Bouncemasters 2: Pengu Throw,6484,"Action, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Workshop, Stats, Steam Leaderboards, Includes level editor, Family Sharing","Indie, Simulator",Action,"nextfest october 2025, steam achievements",True,,Q2 2026,2026-06-30T00:00:00,,0,0,,"Playgendary, JoyBits Ltd.",True,"JoyBits Ltd., Azur Games","{'original_release_date': 'Q1 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3947460,Creator Chronicles,1919,"RPG, Simulation, Early Access","Single-player, Steam Achievements, Custom Volume Controls, Mouse Only Option, Playable without Timed Input, Stereo Sound, Steam Cloud, Steam Leaderboards, Family Sharing","Indie, Role-playing (RPG), Simulator, Strategy",,,True,,Q2 2026,2026-06-30T00:00:00,,0,0,,Origin Studio,True,"Origin Studio, Gamersky Games",{}
3979330,nophenia,1216,"Adventure, Casual, Indie, Simulation","Single-player, Full controller support, Family Sharing","Indie, Simulator",,,True,,June 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=brHDlSkKQMQ,2172,109,,Lane,True,Lane,"{'original_release_date': 'Q2 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3989960,Frog Sqwad ??,3735,"Action, Adventure, Indie","Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Custom Volume Controls, Playable without Timed Input, Stereo Sound, Family Sharing","Adventure, Indie",Action,,True,,June 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=x2BGF12nGU8,111261,2046,,Panic Stations,True,Panic Stations,"{'original_release_date': '2026', 'original_platforms': ['PC (Microsoft Windows)', 'Xbox Series X|S'], 'ports': []}"
4018020,????Online????,1084,"Adventure, Massively Multiplayer, RPG, Free To Play","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Custom Volume Controls, Keyboard Only Option, Playable without Timed Input, Save Anytime",,,,True,,Q2 2026,2026-06-30T00:00:00,,0,0,,"USERJOY Technology Co.,Ltd.",True,"USERJOY Technology Co.,Ltd.",{}
4061090,Rift Fishing,3965,"Casual, Indie, Massively Multiplayer, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Camera Comfort, Color Alternatives, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, Save Anytime, Stereo Sound, Steam Cloud, Family Sharing",Indie,,fishing,True,,Q2 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=xYrx2MIsFwE,60600,5050,,glimmerloft,True,glimmerloft,"{'original_release_date': 'Q3 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
4064510,MOLE,1030,"Adventure, Indie, Simulation","Single-player, Family Sharing",Puzzle,,"pixelart, sokoban, sokoban-like",True,,Q2 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=Owtj3zwea3Q,5235,212,,Off Black Creations,True,Oro Interactive,"{'original_release_date': 'Apr 18, 2025', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
4072240,Woman Simulator,2755,"Action, Adventure, Casual, Indie, RPG, Simulation, Sports","Single-player, Steam Achievements, Custom Volume Controls, Adjustable Difficulty, Stereo Sound, Steam Cloud, Family Sharing","Adventure, Indie, Role-playing (RPG), Simulator","Action, Comedy","cleaning, nextfest february 2026, women",True,,Q2 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=UMZ2u5imAt8,31700,610,,Sebasa Games,True,Sebasa Games,"{'original_release_date': 'Mar 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
4112070,An Eggstremely Hard Game,1523,Casual,"Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Remote Play Together, Family Sharing","Adventure, Indie, Platform",Party,rage game,True,,Q2 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=iYfCddJcS1w,3096,22,,BBear Studio,True,Devotion Interactive,"{'original_release_date': 'Q2 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
4134600,EverRail,3219,"Action, Adventure, Simulation, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, Save Anytime, Stereo Sound, Steam Cloud, Stats, Family Sharing",Adventure,"Action, Survival","nextfest february 2026, open world survival craft, trains",True,,Q2 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=B_ieXAYXlMM,1872341,1097,,Icebird Studios,True,Aesir Interactive GmbH,"{'original_release_date': 'Q2 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
4150860,The Loopler,1430,"Casual, Indie, Racing, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Mouse Only Option, Playable without Timed Input, Touch Only Option, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","Arcade, Indie, Racing, Simulator, Strategy",,nextfest february 2026,True,,Q2 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=1_GeVRC7ySU,531,36,,Mheep,True,Mheep,"{'original_release_date': 'Q2 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
4162040,Zenless Zone Zero,14706,"Action, Adventure, RPG, Free To Play","Single-player, In-App Purchases, Partial Controller Support","Adventure, Hack and slash/Beat 'em up, Role-playing (RPG)","Action, Fantasy, Science fiction","3d, anime, fast paced, free-to-play, gacha, gacha system, narrative-driven, stylized, urban fantasy",True,,Q2 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=kSfIBXX2M7M,3360312,37016,,COGNOSPHERE PTE. LTD.,True,COGNOSPHERE PTE. LTD.,"{'original_release_date': 'Jan 29, 2024', 'original_platforms': ['Android'], 'ports': [{'platform': 'iOS', 'release_date': 'May 27, 2024'}, {'platform': 'Android', 'release_date': 'Jun 20, 2024'}, {'platform': 'iOS', 'release_date': 'Jul 02, 2024'}, {'platform': 'PC (Microsoft Windows)', 'release_date': 'Jul 04, 2024'}, {'platform': 'PlayStation 5', 'release_date': 'Jul 04, 2024'}, {'platform': 'Xbox Series X|S', 'release_date': 'Jun 06, 2025'}]}"
4193390,Mafia Queens,3478,Casual,"Single-player, In-App Purchases",,,,True,,June 2026,2026-06-30T00:00:00,,0,0,,NIFCOR KFT,True,Passion Panda Publishing,{}
4218680,Bird Game 3,2550,"Action, Adventure","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Full controller support, Family Sharing",Indie,Action,,True,,Q2 2026,2026-06-30T00:00:00,,0,0,,Birdgame Studios,True,Birdgame Studios,{}
4227400,Sineus Arena Survivors,1594,"Action, Indie","Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Custom Volume Controls, Keyboard Only Option, Playable without Timed Input, Stereo Sound, Surround Sound, Family Sharing",,,,True,,June 2026,2026-06-30T00:00:00,,0,0,,Sineus Games,True,Sineus Games,{}
4230430,Jokerina: Lust Card,4319,"Strategy, Free To Play","Single-player, In-App Purchases",,,,True,,June 2026,2026-06-30T00:00:00,,0,0,,Hooligapps,True,Hooligapps,{}
4265080,EmyLiveShow: Horny Horrors,3067,"Adventure, Casual, Simulation","Single-player, Steam Achievements, Custom Volume Controls, Mouse Only Option, Save Anytime, Family Sharing",,,,True,EmyLiveShow: Horny Horrors,Q2 2026,2026-06-30T00:00:00,,0,0,,Team Emily,True,Team Emily,{}
4282780,Duelist: Idle Expedition,1111,"Adventure, Casual, Strategy","Single-player, Custom Volume Controls, Keyboard Only Option, Mouse Only Option, Playable without Timed Input, Save Anytime, Family Sharing","Adventure, Role-playing (RPG), Strategy",,"auto battler, idler, pixel graphics, tactical rpg",True,,Q2 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=amzbSHHJKLw,85,1,,One Interactive Studio,True,Infini Fun,{}
4285690,Airport Security Sucks!,2236,"Action, Casual, Indie, Simulation","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Custom Volume Controls, Adjustable Difficulty, Stereo Sound, Partial Controller Support, Family Sharing","Indie, Simulator","Action, Comedy, Stealth, Warfare","casual, dark humor, funny, online party game, proximity voice chat, pvp, simulation, social deduction, team-based, time management, voice control",True,,"5 Jun, 2026",2026-06-05T00:00:00,https://www.youtube.com/watch?v=qqZrM3co9Ns,4622,102,,"JakeHub, Metater",True,Jatater Worldwide,"{'original_release_date': 'Q2 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
4288330,Flow Legends,2809,"Casual, Indie","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing","Indie, Puzzle",,"nextfest february 2026, steam achievements",True,,Q2 2026,2026-06-30T00:00:00,,0,0,,"Azur Games, Joybits Ltd.",True,"Joybits Ltd., Azur Games",{}
4335460,BOXROOM,3073,"Indie, Simulation, Strategy, Early Access","Single-player, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Family Sharing","Indie, Simulator, Strategy",Sandbox,"building, level editor, life simulation, life simulator, management, moddable, old school, realistic, relaxing, retro",True,,Q2 2026,2026-06-30T00:00:00,https://www.youtube.com/watch?v=Ma5wnXOI1C4,98574,285,,Nested Loop Studios,True,Pantaloon,{}
4491360,The 7th Guest Remake,1302,Adventure,"Single-player, Steam Achievements, Full controller support, Family Sharing","Adventure, Point-and-click, Puzzle",Horror,steam achievements,True,,"4 Jun, 2026",2026-06-04T00:00:00,https://www.youtube.com/watch?v=uR87p_ZRHgA,61218,180,,"Vertigo Games, Exkee",True,Vertigo Games,"{'original_release_date': 'Jun 04, 2026', 'original_platforms': ['Nintendo Switch', 'PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation VR2', 'SteamVR', 'Xbox Series X|S'], 'ports': []}"
